objectid,county,city,surface,class,agency,status,seg_num,length,year_cmplt,legend,SHAPE_Length
3162,Alameda,Fremont,paved,2,Fremont Public Works Dept,Existing,4024,1.02289144456316,pre-1989,Bay Trail (on street),0.0167924084941058
3163,Alameda,Newark,paved,2,Newark Public Works Department,Existing,4020,2.15651245866274,pre-1989,Bay Trail (on street),0.0345477207420334
3164,Napa,Napa,paved,2,City of Napa Parks Department,Proposed,7019,1.0204564014582,2009,Planned Bay Trail,0.0174831600560611
3165,Solano,Vallejo,paved,1,California Maritime Academy,Existing,6019,0.603892463505378,,Bay Trail (off street),0.00908403539338239
3166,Solano,Vallejo,,1,Vallejo Public Works Department,Proposed,6014.1,0.213775871605224,,Planned Bay Trail,0.00356373735561815
3167,Napa,Napa,,2,Caltrans,Proposed,7031.1,0.330870707733002,,Planned Bay Trail,0.00608314480191645
3168,Napa,American Canyon,,1,American Canyon Community Svcs,Proposed,7008,0.324455880095716,,Planned Bay Trail,0.00506523609498991
3169,Napa,American Canyon,paved,1,American Canyon Community Svcs,Existing,7008.1,0.188491596867604,,Bay Trail (off street),0.00278217951582715
3170,Solano,Benicia,,2,Benicia Public Works Department,Proposed,6008.2,0.103009092309928,,Planned Bay Trail,0.00184847358217764
3171,Solano,Benicia,,2,Benicia Public Works Department,Proposed,6008.3,0.145049196450332,,Planned Bay Trail,0.00253921132296612
3172,Alameda,Oakland,paved,1,Port of Oakland,Existing,4128,0.81255264483759,2000,Bay Trail (off street),0.0139921240621588
3173,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4127,0.279317980305843,2001,Bay Trail (on street),0.00492969428765733
3174,Alameda,Oakland,paved,1,East Bay Regional Park District,Existing,4135,0.409999120314594,1994,Bay Trail (off street),0.00734079365494583
3175,Alameda,Emeryville,paved,1,Emeryville Public Works,Existing,4145,0.607744466743732,pre-1989,Bay Trail (off street),0.0100515063955081
3176,San Mateo,Burlingame,paved,1,Burlingame Planning Dept,Existing,2044,0.314085353312532,pre-1989,Bay Trail (off street),0.005655298891648
3177,San Mateo,Burlingame,paved,1,Burlingame Planning Dept,Existing,2052,0.709550199696926,pre-1989,Bay Trail (off street),0.0119724148050439
3178,San Mateo,Burlingame,paved,1,Burlingame Planning Dept,Existing,2043,0.0699781255360184,pre-1989,Bay Trail (off street),0.00127464328416003
3179,Solano,Vallejo,natural,1,California State Parks,Existing,6013,0.671973929337367,2005,Bay Trail (off street),0.0115316339228851
3180,Alameda,Oakland,,2,Oakland Public Works Agency,Proposed,4095,0.334711480233979,,Planned Bay Trail,0.00585388999807491
3181,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4112,0.312388909605821,pre-1989,Bay Trail (off street),0.00492127173462399
3182,Contra Costa,Richmond,paved,1,East Bay Regional Park District,Existing,5010,0.226237114148366,,Bay Trail (off street),0.00401015599495301
3183,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4097,0.0195771415012776,,Bay Trail (off street),0.000339730261046854
3184,Contra Costa,Richmond,paved,2,Richmond Public Works Dept,Existing,5028,1.3614776047546,2004,Bay Trail (on street),0.024439296323806
3185,Contra Costa,Contra Costa Co,natural,1,East Bay Regional Park District,Existing,5041,0.180006252069991,pre-1989,Bay Trail (off street),0.00316883776788403
3186,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5035,1.32957627180443,2004,Bay Trail (off street),0.0211854646905181
3187,Solano,Vallejo,paved,1,Caltrans,Existing,6028,0.127361805382737,2005,Bay Trail (off street),0.00220044844623281
3188,Solano,Vallejo,paved,1,Caltrans,Existing,6046,0.633958996896892,2005,Bay Trail (off street),0.0103246961612082
3189,San Mateo,Brisbane,paved,2,Brisbane Public Works Department,Existing,2002,1.26431020383069,pre-1989,Bay Trail (on street),0.0190301709777429
3190,San Mateo,Brisbane,paved,1,Brisbane Parks & Recreation,Existing,2003,0.799769000596103,pre-1989,Bay Trail (off street),0.013143865858906
3191,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2006,0.97751721143123,2002,Bay Trail (off street),0.015818779494388
3192,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2009,0.552119507322963,pre-1989,Bay Trail (off street),0.00872423447241363
3193,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2013,0.271113220053101,2004,Bay Trail (off street),0.00493355188970677
3194,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2014,0.573386381350463,2004,Bay Trail (off street),0.00944566293658053
3195,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2016,0.25108514968447,pre-1989,Bay Trail (off street),0.00435196899134228
3196,San Mateo,S San Francisco,paved,1,Samtrans,Existing,2015,1.01493034989003,pre-1989,Bay Trail (off street),0.016225913047907
3197,Marin,Marin County,paved,1,Marin County Parks,Existing,9096,1.00630921604472,pre-1989,Bay Trail (off street),0.0167197554174981
3198,Marin,Sausalito,paved,2,Sausalito Public Works Department,Existing,9100,1.36638030499716,2003,Bay Trail (on street),0.0227804073599461
3199,Solano,Vallejo,natural,1,California State Parks,Existing,6011,1.16088410658476,2005,Bay Trail (off street),0.0187850009415313
3200,Alameda,San Leandro,paved,1,San Leandro Public Works Dept,Existing,4040,0.751031169147011,1992,Bay Trail (off street),0.0123318438155856
3201,Alameda,San Leandro,natural,1,San Leandro Public Works Dept,Existing,4039,0.220493903434839,pre-1989,Bay Trail (off street),0.00374617571066131
3202,Alameda,San Leandro,natural,1,San Leandro Public Works Dept,Existing,4038,0.220540241549518,pre-1989,Bay Trail (off street),0.00333856536428482
3203,Alameda,Alameda County,natural,1,East Bay Regional Park District,Existing,4037,0.30607235401149,pre-1989,Bay Trail (off street),0.00458024964628846
3204,Santa Clara,San Jose,paved,1,San Jose Public Works Dept,Existing,3038,1.18642898341835,pre-1989,Bay Trail (off street),0.0208848046751137
3205,Santa Clara,Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,3013,1.14987632365139,pre-1989,Bay Trail (off street),0.0184166298931915
3206,Santa Clara,Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,3016,0.424387740201739,pre-1989,Bay Trail (off street),0.0070471798226327
3207,Santa Clara,Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,3002,0.181025062072747,pre-1989,Bay Trail (off street),0.00281717678055852
3208,Contra Costa,Pinole,,2,Pinole Public Works Department,Proposed,5069,0.0893499704760944,2004,Planned Bay Trail,0.00144068072947904
3209,Alameda,Berkeley,paved,1,Berkeley Public Works Department,Existing,4160,0.280824318613534,pre-1989,Bay Trail (off street),0.00418448844057158
3210,Alameda,Emeryville,paved,2,Emeryville Public Works,Existing,4144,0.864696215311568,1995,Bay Trail (on street),0.013630786658947
3211,Solano,Benicia,paved,1,Benicia Public Works Department,Existing,6001,0.119060307458644,,Bay Trail (off street),0.00217292093927331
3212,San Mateo,San Mateo Co,paved,1,San Mateo County Parks,Existing,2062,0.297521344685783,2010,Bay Trail (off street),0.00497140220417759
3213,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4082,0.0479878896747559,2008,Bay Trail (off street),0.000835049794967658
3214,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4081,0.0326251911807587,,Planned Bay Trail,0.000569623953073565
3215,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4077,0.0909629809607654,2012,Bay Trail (off street),0.00150074256705969
3216,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4075,0.169196966297979,2009,Bay Trail (off street),0.00267333266351991
3217,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4071,0.0201373015453542,,Planned Bay Trail,0.000300839920417322
3218,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2017,0.0392152495655664,2002,Bay Trail (off street),0.000619205608546278
3219,San Mateo,Redwood City,paved,1,Redwood City Public Works Dept,Existing,2067,2.26609740169482,2002,Bay Trail (off street),0.0378267576807261
3220,San Mateo,Redwood City,paved,1,Redwood City Public Works Dept,Existing,2068,0.266937215007391,2002,Bay Trail (off street),0.00461659875059253
3221,Santa Clara,Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,3003,0.525908295135747,pre-1989,Bay Trail (off street),0.00782899969785606
3222,San Mateo,Millbrae,paved,1,Millbrae Parks & Recreation Dept,Existing,2032,0.216568499689751,pre-1989,Bay Trail (off street),0.00360771133745939
3223,Contra Costa,Richmond,paved,2,Richmond Public Works Dept,Existing,5025,0.557181781493717,2004,Bay Trail (on street),0.00874189357392952
3224,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5015,1.22858914950961,,Bay Trail (off street),0.0202968250472768
3225,San Francisco,San Francisco,natural,1,California State Parks,Existing,1031,0.32508533701336,,Bay Trail (off street),0.00557329671339283
3226,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5039,0.44078192380258,,Bay Trail (off street),0.0069478311048826
3227,Contra Costa,Pinole,paved,1,East Bay Regional Park District,Existing,5065,0.514363458499799,1996,Bay Trail (off street),0.00915398508222307
3228,Contra Costa,Richmond,paved,1,Richmond Public Works Dept,Existing,5056,1.36144195505197,,Bay Trail (off street),0.0233799816032631
3229,Contra Costa,Hercules,paved,1,Pinole Public Works Department,Existing,5073,0.258165125473074,2004,Bay Trail (off street),0.00410772281148218
3230,San Francisco,San Francisco,paved,1,California State Parks,Existing,1030,0.166674123329824,,Bay Trail (off street),0.00283416221547453
3231,Santa Clara,Palo Alto,,2,Palo Alto Public Works Dept,Proposed,3009,0.165077740384473,,Planned Bay Trail,0.00263233015472492
3232,Sonoma,Sonoma County,natural,1,Sonoma Land Trust,Existing,8017,1.33271060928031,2007,Bay Trail (off street),0.0231815678767837
3233,Sonoma,Sonoma County,,1,Vallejo Sanitation & Flood Control District,Proposed,8013,2.7763451051624,,Planned Bay Trail,0.0444326755696217
3234,Napa,Napa County,paved,2,Napa County Public Works Dept,Existing,7051,1.23293690571038,2012,Bay Trail (on street),0.0226688813588728
3235,Napa,Napa,paved,2,City of Napa Department of Public Works,Existing,7029,0.595444287840396,2011,Bay Trail (on street),0.00901713816779018
3236,Napa,Napa County,paved,2,Napa County Public Works Dept,Existing,7025,1.29787848705101,,Bay Trail (on street),0.0200468247232249
3237,Napa,Napa,paved,1,City of Napa Parks Department,Existing,7022,0.647020542829852,2009,Bay Trail (off street),0.00941356655917424
3238,Solano,Vallejo,,2,Vallejo Public Works Department,Proposed,6023.1,0.68847544315137,,Planned Bay Trail,0.011496628216601
3239,Solano,Vallejo,,2,Vallejo Public Works Department,Proposed,6023.2,0.218553163276768,,Planned Bay Trail,0.00400900521438799
3240,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2020,0.374533173923335,2008,Bay Trail (off street),0.00664146404407556
3241,San Mateo,San Bruno,,2,San Francisco International Airport,Proposed,2026,0.714587916164005,,Planned Bay Trail,0.0109829269733836
3242,San Mateo,Millbrae,,2,Millbrae Public Works,Proposed,2030,0.433952455050534,,Planned Bay Trail,0.00699742861688316
3243,San Mateo,Millbrae,,1,Millbrae Public Works,Proposed,2031,0.252316425501468,,Planned Bay Trail,0.00416483072759689
3244,San Mateo,Millbrae,,1,City of Millbrae Planning Dept,Proposed,2034,0.375061427735929,,Planned Bay Trail,0.00637315073850821
3245,San Mateo,San Mateo Co,paved,1,San Mateo County Parks,Existing,2059,0.161526949271965,2010,Bay Trail (off street),0.00276464413734432
3246,San Mateo,San Mateo Co,paved,1,San Mateo County Parks,Existing,2056,0.191018910718421,2010,Bay Trail (off street),0.00337367236597504
3247,San Mateo,San Mateo Co,paved,1,San Mateo County Parks,Existing,2063,0.128363322607609,2010,Bay Trail (off street),0.00197711111887389
3248,San Mateo,San Mateo Co,paved,1,San Mateo County Parks,Existing,2061,0.201651717873936,2010,Bay Trail (off street),0.00331861853760679
3249,Santa Clara,San Jose,,2,San Jose PRNS,Proposed,3023,0.995323854617606,,Planned Bay Trail,0.0166274779643664
3250,Alameda,Newark,,2,Newark Public Works Department,Proposed,4013,0.683513765285518,,Planned Bay Trail,0.0103118740470177
3251,Alameda,Newark,,2,Newark Public Works Department,Proposed,4015,0.73115281515986,,Planned Bay Trail,0.0127929518323256
3252,Alameda,Newark,,2,Newark Public Works Department,Proposed,4016,1.14405311513783,,Planned Bay Trail,0.0199402437758473
3253,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4122,1.23281204588052,,Planned Bay Trail,0.0207363806718061
3254,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4118,0.0564280605041027,,Planned Bay Trail,0.000922674211760959
3255,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4107,0.155453180916396,,Bay Trail (off street),0.00257890962124578
3256,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4104,0.10212299629792,2011,Bay Trail (off street),0.00165570737773868
3257,Contra Costa,Richmond,paved,2,Richmond Public Works Dept,Existing,5029,0.482051173567784,2004,Bay Trail (on street),0.0076455087965045
3258,Santa Clara,San Jose,,1,San Jose PRNS,Proposed,3011,2.61880851039972,,Planned Bay Trail,0.0428026512113944
3259,San Francisco,San Francisco,paved,1,California State Parks,Existing,1033,1.34577699793005,pre-1989,Bay Trail (off street),0.0230657874952934
3260,San Francisco,San Francisco,paved,1,California State Parks,Existing,1034,0.246019229136234,pre-1989,Bay Trail (off street),0.00408033582764526
3261,San Mateo,Burlingame,paved,1,Burlingame Planning Dept,Existing,2037,1.12781773124593,pre-1989,Bay Trail (off street),0.0182174280838659
3262,Solano,Benicia,,2,Benicia Public Works Department,Proposed,6012,0.855455597096786,,Planned Bay Trail,0.0141348255805083
3263,Solano,Benicia,,2,Benicia Public Works Department,Proposed,6009,1.23183928446925,,Planned Bay Trail,0.021101873570784
3264,Solano,Benicia,paved,2,Benicia Public Works Department,Proposed,6049,0.252070454103707,,Planned Bay Trail,0.00392115931158606
3265,Solano,Benicia,paved,1,Benicia Public Works Department,Existing,6048,0.64595028190236,pre-1989,Bay Trail (off street),0.0110242086157333
3266,Alameda,Oakland,paved,3,Oakland Public Works Agency,Existing,4129,0.59656053440637,2001,Bay Trail (on street),0.0104961029068668
3267,Napa,Napa,paved,1,City of Napa Parks Department,Existing,7024,0.805664852052466,,Bay Trail (off street),0.0129974572306912
3268,Marin,Marin County,natural,1,Las Gallinas Valley Sanitary District,Existing,9014,1.07661290565538,,Bay Trail (off street),0.0161550534282906
3269,Alameda,Fremont,paved,1,East Bay Regional Park District,Existing,4018.2,0.100643023785234,pre-1989,Bay Trail (off street),0.00153833102148863
3270,Alameda,Fremont,paved,1,U.S. Fish & Wildlife Service,Existing,4018.3,0.131035849966461,pre-1989,Bay Trail (off street),0.00200503156206752
3271,Alameda,Fremont,natural,1,East Bay Regional Park District,Existing,4018.1,1.40079166706976,pre-1989,Bay Trail (off street),0.0229038411759581
3272,Contra Costa,Martinez,,1,East Bay Regional Park District,Proposed,5078.1,0.261922145582877,,Planned Bay Trail,0.00423089748912056
3273,Santa Clara,San Jose,,1,San Jose PRNS,Proposed,3035,0.95915641814361,,Planned Bay Trail,0.0158199437396095
3274,Santa Clara,San Jose,,2,San Jose PRNS,Proposed,3025,0.426871364583382,,Planned Bay Trail,0.00684023376315926
3275,Santa Clara,San Jose,,1,San Jose PRNS,Proposed,3017,0.310002245062029,,Planned Bay Trail,0.00511018352623726
3276,Santa Clara,San Jose,,1,San Jose PRNS,Proposed,3020,0.809653841090001,,Planned Bay Trail,0.0134984276421865
3277,Alameda,Fremont,paved,1,Fremont Public Works Dept,Existing,4001,0.68141030888306,2015,Bay Trail (off street),0.0104758662133315
3278,Santa Clara,San Jose,,1,San Jose PRNS,Proposed,3040,3.69681148209801,,Planned Bay Trail,0.0616876978836543
3279,Santa Clara,Milpitas,paved,1,Milpitas Engineering Department,Existing,3005,0.0206686541359016,2006,Bay Trail (off street),0.000370575616086239
3280,Santa Clara,Milpitas,paved,1,Milpitas Engineering Department,Existing,3004,0.199873803747243,2006,Bay Trail (off street),0.00332198785538826
3281,Alameda,Fremont,paved,1,Fremont Public Works Dept,Existing,4000,0.040425964054911,2015,Bay Trail (off street),0.0005941508683062
3282,Alameda,Fremont,,2,Fremont Public Works Dept,Proposed,4003,1.13024520550372,,Planned Bay Trail,0.0184692999228996
3283,Alameda,Fremont,paved,2,Fremont Public Works Dept,Existing,4008,1.15878126975694,pre-1989,Bay Trail (on street),0.0192105036959768
3284,Alameda,Newark,,2,Newark Public Works Department,Proposed,4012,1.09787830203309,,Planned Bay Trail,0.0190649918142352
3285,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4096,0.136130592027564,,Planned Bay Trail,0.00218342466347432
3286,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4094,0.182186186209941,,Planned Bay Trail,0.00314760160673564
3287,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4093,0.0188058280980891,,Planned Bay Trail,0.000325279960836918
3288,Alameda,Oakland,,1,Oakland Public Works Agency,Proposed,4092,0.021637504568059,,Planned Bay Trail,0.000378682950662001
3289,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4089,0.180290666416329,2011,Bay Trail (off street),0.00315407191722541
3290,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4087,0.0148477178065084,2011,Bay Trail (off street),0.000259368394085403
3291,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4086,0.0783517181236437,2011,Bay Trail (off street),0.00136896525211114
3292,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4083,0.0158458232684914,2011,Bay Trail (off street),0.000277347660580658
3293,Alameda,Oakland,paved,1,East Bay Regional Park District,Existing,4068,0.107299424099447,2005,Bay Trail (off street),0.0015742960754887
3294,Marin,Corte Madera,paved,1,Corte Madera Public Works Dept,Proposed,9072,0.415552778165256,,Planned Bay Trail,0.00746421193824896
3295,Marin,Corte Madera,paved,1,Corte Madera Public Works Dept,Proposed,9070,0.455860701062081,,Planned Bay Trail,0.0082014067611968
3296,Marin,Corte Madera,,1,Corte Madera Public Works Dept,Proposed,9069,0.223356407382581,,Planned Bay Trail,0.00386720339734971
3297,Marin,Corte Madera,paved,1,Corte Madera Public Works Dept,Existing,9071,0.348870605075752,,Bay Trail (off street),0.00621717782255248
3298,Contra Costa,Contra Costa Co,,1,Contra Costa County Public Works,Proposed,5087,0.95088563812538,,Planned Bay Trail,0.0161667957283461
3299,Contra Costa,Contra Costa Co,,1,Contra Costa County Public Works,Proposed,5080,1.76699007314067,,Planned Bay Trail,0.0297746533479216
3300,Contra Costa,Contra Costa Co,paved,1,Contra Costa County Public Works,Existing,5083,1.70174657824306,2014,Bay Trail (off street),0.0286490154413276
3301,Contra Costa,Richmond,paved,1,Caltrans,Existing,5032,0.431682640840307,2019,Bay Trail (off street),0.00747280172932718
3302,Contra Costa,Richmond,,1,Richmond Public Works Dept,Proposed,5030,0.458553485633212,,Planned Bay Trail,0.00749540567418829
3303,Solano,Vallejo,natural,1,Vallejo Public Works Department,Proposed,6044,0.251660001669968,,Planned Bay Trail,0.00449302236466637
3304,San Mateo,Burlingame,paved,1,Burlingame Planning Dept,Existing,2055,1.09874516648338,pre-1989,Bay Trail (off street),0.0194231073133302
3305,San Mateo,Foster City,paved,1,Foster City Parks & Recreation,Existing,2065,5.6798732165648,pre-1989,Bay Trail (off street),0.092793022147834
3306,San Mateo,Menlo Park,paved,1,Menlo Park Public Works Dept,Existing,2086,2.28140809303753,pre-1989,Bay Trail (off street),0.0370404597437456
3307,San Mateo,East Palo Alto,natural,1,Midpeninsula Regional Open Space District,Existing,2094,0.761023308316179,pre-1989,Bay Trail (off street),0.0120982958539311
3308,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2007,0.293918806375822,2002,Bay Trail (off street),0.00508613088935687
3309,San Mateo,S San Francisco,paved,1,SSF Planning Dept,Existing,2011,0.266700301088743,2006,Bay Trail (off street),0.00461130469876312
3310,San Mateo,Brisbane,paved,1,Brisbane Parks & Recreation,Existing,2004,0.277097428844572,pre-1989,Bay Trail (off street),0.00417879885553535
3311,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4124,0.218751256954387,2001,Bay Trail (on street),0.00393243192677063
3312,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4110,0.295558405480294,2001,Bay Trail (on street),0.00430242580101687
3313,Alameda,Oakland,paved,3,Oakland Public Works Agency,Existing,4098,0.196511606268291,,Bay Trail (on street),0.00347217639387661
3314,Alameda,Oakland,,2,Oakland Public Works Agency,Proposed,4088,0.20137745488249,,Planned Bay Trail,0.00304786580074232
3315,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4070,0.153363979620689,pre-1989,Bay Trail (off street),0.00250008205968823
3316,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4064,1.03650503020949,pre-1989,Bay Trail (off street),0.0182851858368557
3317,Alameda,Alameda,,1,Alameda Public Works Department,Proposed,4059,0.0946768809879223,,Planned Bay Trail,0.00166560501132184
3318,San Mateo,East Palo Alto,natural,1,Midpeninsula Regional Open Space District,Existing,2095,0.12708007753506,pre-1989,Bay Trail (off street),0.00215793649484388
3319,Santa Clara,Palo Alto,paved,1,Palo Alto Public Works Dept,Existing,3010,0.354833655913515,pre-1989,Bay Trail (off street),0.00560081645435218
3320,Santa Clara,Palo Alto,natural,1,Palo Alto Parks & Open Space,Existing,3001,1.62250703652317,pre-1989,Bay Trail (off street),0.0271335396854897
3321,Santa Clara,Palo Alto,natural,1,Palo Alto Parks & Open Space,Existing,3006,3.26808079866515,pre-1989,Bay Trail (off street),0.0530869751574236
3322,San Mateo,Menlo Park,natural,1,Midpeninsula Regional Open Space District,Existing,2084,0.700423555114156,2010,Bay Trail (off street),0.0106221978026752
3323,Santa Clara,Palo Alto,paved,1,Palo Alto Parks & Open Space,Existing,3007,0.61491194559297,pre-1989,Bay Trail (on street),0.010574303522133
3324,Santa Clara,Mountain View,paved,1,Mountain View Comm. Services,Existing,3015,2.57103884098698,pre-1989,Bay Trail (off street),0.043843628301771
3325,Santa Clara,Sunnyvale,natural,1,Sunnyvale Parks & Recreation,Existing,3018,4.13137703550424,pre-1989,Bay Trail (off street),0.0693079304347003
3326,Santa Clara,Sunnyvale,natural,1,Sunnyvale Parks & Recreation,Existing,3036,2.09366453500819,1997,Bay Trail (off street),0.0365236508766961
3327,Alameda,Fremont,natural,1,Fremont Public Works Dept,Existing,4002,2.30719599367385,pre-1989,Bay Trail (off street),0.0379572233789755
3328,Alameda,Newark,paved,2,Newark Public Works Department,Existing,4014,2.52198460652136,pre-1989,Bay Trail (on street),0.0435348844525161
3329,Alameda,Fremont,paved,2,Fremont Public Works Dept,Proposed,4017,3.16887121907657,pre-1989,Planned Bay Trail,0.0533709770871506
3330,Alameda,Fremont,natural,1,U.S. Fish & Wildlife Service,Existing,4010,5.32221942935189,pre-1989,Bay Trail (off street),0.0896863161278616
3331,Alameda,Fremont,natural,1,East Bay Regional Park District,Existing,4019,4.03791405626723,pre-1989,Bay Trail (off street),0.0617553489752243
3332,Alameda,Fremont,natural,1,Alameda County Flood Control,Existing,4027,2.09604614248029,pre-1989,Bay Trail (off street),0.0362814057806645
3333,Alameda,Hayward,natural,1,Alameda County Flood Control,Existing,4026,3.95918665449854,pre-1989,Bay Trail (off street),0.0694630045144272
3334,Alameda,Fremont,natural,1,Alameda County Flood Control,Existing,4025,1.7592204463628,pre-1989,Bay Trail (off street),0.0313791391899907
3335,San Francisco,San Francisco,paved,1,National Park Service,Existing,1004,0.367482505361509,2009,Bay Trail (off street),0.00616730529793873
3336,Contra Costa,Hercules,paved,1,East Bay Regional Park District,Existing,5081.1,0.450728914223647,,Bay Trail (off street),0.00672184247401563
3337,Contra Costa,Hercules,paved,1,East Bay Regional Park District,Existing,5081.2,0.401081720097288,2015,Bay Trail (off street),0.00636452555943073
3338,Contra Costa,Hercules,,1,Hercules,Proposed,5081.3,0.472449508062806,,Planned Bay Trail,0.00811928832330624
3339,Alameda,Union City,paved,2,Union City Public Works,Existing,4030,0.944961073926099,2004,Bay Trail (on street),0.0138903429940187
3340,Alameda,Hayward,natural,1,East Bay Regional Park District,Existing,4035,2.74921839224645,pre-1989,Bay Trail (off street),0.0451004999325334
3341,Alameda,Hayward,natural,1,East Bay Regional Park District,Existing,4036,1.84295659288956,pre-1989,Bay Trail (off street),0.0290717460145359
3342,Alameda,San Leandro,paved,1,San Leandro Public Works Dept,Existing,4041,0.267650743741611,1992,Bay Trail (off street),0.00471523583828319
3343,Alameda,San Leandro,paved,1,San Leandro Public Works Dept,Existing,4042,1.35784089702302,pre-1989,Bay Trail (off street),0.0219742678814074
3344,Alameda,San Leandro,paved,1,East Bay Regional Park District,Existing,4048,1.32841134957292,1997,Bay Trail (off street),0.0219041282333922
3345,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4058,3.01651214785221,pre-1989,Bay Trail (off street),0.0516561869344224
3346,Alameda,Oakland,paved,1,East Bay Regional Park District,Existing,4054,3.54333653935455,pre-1989,Bay Trail (off street),0.056113987564606
3347,Alameda,Oakland,paved,1,Port of Oakland,Existing,4061,0.263487994548343,2005,Bay Trail (off street),0.00435130854523621
3348,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4101,0.464351251409799,2001,Bay Trail (on street),0.00760864992801058
3349,Alameda,Alameda,paved,2,Alameda Public Works Department,Existing,4066,0.763917706431486,1996,Bay Trail (on street),0.0118766829038767
3350,Alameda,Alameda,paved,1,East Bay Regional Park District,Existing,4074,1.54850935934437,pre-1989,Bay Trail (off street),0.0255245833149782
3351,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4060,0.345126167577253,pre-1989,Bay Trail (off street),0.00547473838211039
3352,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4114,0.5088903738652,1993,Bay Trail (off street),0.00861377046662946
3353,Alameda,Alameda,,2,Alameda Public Works Department,Proposed,4099,0.279500696534245,,Planned Bay Trail,0.0043193905288474
3354,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4079,0.0789761898766898,pre-1989,Bay Trail (off street),0.00122438572408992
3355,Alameda,Alameda,paved,2,Alameda Public Works Department,Existing,4073,0.484940365626702,1996,Bay Trail (on street),0.00819705378232473
3356,Alameda,Oakland,paved,2,Oakland Public Works Agency,Existing,4121,1.06515639832564,2001,Bay Trail (on street),0.018644979644514
3357,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4115,0.333972122593674,pre-1989,Bay Trail (off street),0.00553561411006352
3358,Alameda,Oakland,paved,1,Oakland Public Works Agency,Existing,4119,0.298693250173834,pre-1989,Bay Trail (off street),0.00536490994364676
3359,Marin,Marin County,paved,1,Marin County Parks,Existing,9076,0.20315362302265,,Bay Trail (off street),0.00327933262704324
3360,Alameda,Alameda,paved,1,Alameda Public Works Department,Existing,4052,2.8493966911722,pre-1989,Bay Trail (off street),0.0458185372216122
3361,Marin,Marin County,paved,1,National Park Service,Existing,9109,0.547551746735202,pre-1989,Bay Trail (off street),0.00867243983430263
3362,Alameda,Fremont,natural,1,East Bay Regional Park District,Existing,4021,1.40931438584538,pre-1989,Bay Trail (off street),0.0256214903179889
3363,Alameda,Emeryville,paved,1,Emeryville Public Works,Existing,4148,0.75807867531787,2001,Bay Trail (off street),0.0130643798142743
3364,Alameda,Emeryville,paved,1,Emeryville Public Works,Existing,4149,0.576248677262724,pre-1989,Bay Trail (off street),0.00884248996292504
3365,Alameda,Berkeley,paved,1,Berkeley Public Works Department,Existing,4150,1.38070530092762,2003,Bay Trail (off street),0.0205692248726842
3366,Alameda,Berkeley,paved,1,Berkeley Public Works Department,Existing,4154,0.40644678501654,pre-1989,Bay Trail (off street),0.00681988253095378
